id,hospital_id,drug_id,current_stock,daily_consumption,days_of_stock_remaining,required_stock_level,pipeline_stock,stock_runway_score,criticality_score,shortage_frequency_score,patient_surge_score,pipeline_credit_score,risk_score,risk_level
d65d29dd-69aa-4645-844e-316a79d4c0ad,d9232cfb-c4f1-4e59-8121-2970b4908912,83dde075-4683-4421-9ba9-b7121ee53f2c,379,1.0,379.0,21,0,0.0,10.0,5.0,6.0,0.0,21,SURPLUS
5e09bfe4-c75c-4b07-8ae5-d196d1ad7d20,d9232cfb-c4f1-4e59-8121-2970b4908912,81cfce7a-db8c-41bc-8a00-27f2cd737bf8,552,7.5,73.6,157,0,0.0,10.0,15.0,5.0,0.0,30,MEDIUM
53c4057e-cff8-4357-ba7c-94ff2c1e0c99,4ae98cc1-cb3c-4e5f-b6cd-1f83ea5d4c77,4181b429-be0e-4aa8-86ff-43647a0bf2c0,873,1.0,873.0,21,0,0.0,30.0,10.0,14.0,0.0,54,MEDIUM
552fecb2-1632-46ad-a768-2fd8ed5e3cbc,5e3c8af4-67c2-4470-912a-ecb7bb53f406,83dde075-4683-4421-9ba9-b7121ee53f2c,1129,1.0,1129.0,21,0,0.0,10.0,5.0,7.0,0.0,22,SURPLUS
defd56ef-c128-4fa8-b3cf-456df8251a96,daceb465-bb39-4f15-8e6d-00a26b0b331e,39ae9f0f-2ef6-46b0-a854-c066edf9f984,1161,1.0,1161.0,21,0,0.0,10.0,10.0,4.0,0.0,24,SURPLUS
1985f810-f5fe-40c8-a640-3ff26481079d,8424e662-7291-4919-8616-aacf78358fd3,01784c47-9315-4127-9c05-27a071585e68,612,1.0,612.0,21,0,0.0,10.0,10.0,5.0,0.0,25,SURPLUS
8642ecd8-c802-42b4-be2f-57c06cea4a20,9661edfb-44f7-44b7-8277-f3cf478fe4ff,9803a437-fa88-4116-96d3-a2bfc7562817,723,8.29,87.21,174,0,0.0,10.0,15.0,5.0,0.0,30,MEDIUM
94317453-3758-4bee-8c25-8d47780efd17,9661edfb-44f7-44b7-8277-f3cf478fe4ff,3605d6b5-0472-431a-ad3f-f0e4192961cd,49,13.86,3.54,291,0,29.89,20.0,5.0,11.0,0.0,65,HIGH
4224cc6d-c35a-4658-adfb-8223130d6465,a4b70abc-ae12-45f7-8dc3-49390eeb354e,19baefca-38b9-4018-b946-c0fbb67291da,424,1.86,227.96,39,0,0.0,30.0,0.0,3.0,0.0,33,MEDIUM
3b351e15-c94f-4ed4-aaea-afbe4dd9e612,b007baa1-37d0-435d-88a2-b603e821f4e1,bc80d818-aa1f-4582-a1b9-e204cb5c6783,297,20.14,14.75,422,0,0.0,10.0,10.0,4.0,0.0,24,SURPLUS
d8a298bf-fb07-4580-8481-e845f97870de,1a119cae-1a63-436a-b4b4-7221f0e23bb8,94919613-9376-4475-98a4-f1b9f4d9830a,683,1.0,683.0,21,0,0.0,20.0,5.0,9.0,0.0,34,MEDIUM
e9dda3e6-7ff7-4655-8b7b-91b7a4dd5414,65300365-fddf-4f82-9622-06ddc4c773d5,9a53231e-0e18-4d29-bdca-292c99ec84ba,953,1.36,700.74,28,0,0.0,20.0,15.0,0.0,0.0,35,MEDIUM
6acc0956-d406-4a2f-90ea-b7a6874c26cf,3148a08c-9795-4ef7-b51a-d8a942e504f9,3605d6b5-0472-431a-ad3f-f0e4192961cd,1355,1.36,996.32,28,0,0.0,20.0,15.0,8.0,0.0,43,MEDIUM
09f31409-5c1f-4306-9ec8-ff256447b90f,0395b295-1937-4d01-9a55-8c1628ca811e,b63d347c-6b83-4d04-bd6c-c7121f882ad8,1407,1.79,786.03,37,0,0.0,10.0,0.0,15.0,0.0,25,SURPLUS
d8e4eca1-31b5-4524-8caa-241fb627b92f,deebacc1-8096-49c3-adbd-e050753ed64d,4181b429-be0e-4aa8-86ff-43647a0bf2c0,300,1.0,300.0,21,0,0.0,20.0,0.0,10.0,0.0,30,MEDIUM
841a51eb-a291-47ba-9e81-772a3ccd0e0e,e400d1d0-c992-4b6e-b9e4-1978eb1c1d37,a34551bd-187b-46a8-bd4d-422c06eff0fa,323,1.0,323.0,21,0,0.0,20.0,15.0,2.0,0.0,37,MEDIUM
9e435f49-7d0e-4592-bc15-f08ed701bda7,8c9dd271-7fe2-4838-95b7-ecf6fb2d9d2c,a03b95f0-c856-4224-8adb-482640830177,560,1.0,560.0,21,0,0.0,20.0,0.0,4.0,0.0,24,SURPLUS
add981c6-ce31-432f-8551-1169e0bd821b,9661edfb-44f7-44b7-8277-f3cf478fe4ff,fa5ffa93-f596-4eda-89a1-683228d89e75,1052,9.5,110.74,199,0,0.0,10.0,5.0,0.0,0.0,15,SURPLUS
551b8ebc-3f3a-42c3-b534-ebeab1ef5670,3148a08c-9795-4ef7-b51a-d8a942e504f9,fa5ffa93-f596-4eda-89a1-683228d89e75,1101,10.86,101.38,228,0,0.0,20.0,5.0,12.0,0.0,37,MEDIUM
ef3b57c6-f504-4bb8-93ef-fa844f9d079c,8c9dd271-7fe2-4838-95b7-ecf6fb2d9d2c,b63d347c-6b83-4d04-bd6c-c7121f882ad8,703,14.36,48.96,301,0,0.0,20.0,0.0,13.0,0.0,33,MEDIUM
be4ea14e-a6a4-4fda-829b-70a798dfe396,e400d1d0-c992-4b6e-b9e4-1978eb1c1d37,0039f91e-39c5-486b-a312-c8b9c9dc9586,299,2.64,113.26,55,0,0.0,10.0,15.0,15.0,0.0,40,MEDIUM
d696e998-0ec9-4391-b10d-a9f73ef23ee2,0395b295-1937-4d01-9a55-8c1628ca811e,01784c47-9315-4127-9c05-27a071585e68,328,7.93,41.36,166,0,0.0,10.0,15.0,8.0,0.0,33,MEDIUM
0c5a8bdb-5ce5-4f06-a9ac-e01248f5b8cf,e400d1d0-c992-4b6e-b9e4-1978eb1c1d37,f1813e98-4204-47e6-b9ba-d3aa93a3b684,509,25.93,19.63,544,0,0.0,20.0,5.0,8.0,0.0,33,MEDIUM
60933f0c-bb3b-4116-adb1-03bda9a5af57,d9232cfb-c4f1-4e59-8121-2970b4908912,19baefca-38b9-4018-b946-c0fbb67291da,1338,11.36,117.78,238,0,0.0,10.0,0.0,13.0,0.0,23,SURPLUS
a6645b0c-684e-4ef7-8f1b-3ae6f9835e55,f4957732-1c15-480e-a95c-168c44e645f3,66d7d7ef-9422-43f8-847b-fb99071897d8,981,5.86,167.41,123,0,0.0,10.0,0.0,14.0,0.0,24,SURPLUS
1cbc954e-a545-46da-81d7-ff97d9891f3e,8c9dd271-7fe2-4838-95b7-ecf6fb2d9d2c,ff13e030-b20f-4e3a-9b03-107ad34e60e2,501,4.0,125.25,84,0,0.0,30.0,0.0,13.0,0.0,43,MEDIUM
b92db077-b70a-4509-9f2c-2fea7586b3e7,5e3c8af4-67c2-4470-912a-ecb7bb53f406,19baefca-38b9-4018-b946-c0fbb67291da,1320,10.5,125.71,220,0,0.0,20.0,5.0,7.0,0.0,32,MEDIUM
9dc7bd03-559e-4731-8e52-cd1757905309,8c9dd271-7fe2-4838-95b7-ecf6fb2d9d2c,01784c47-9315-4127-9c05-27a071585e68,1422,3.64,390.66,76,0,0.0,30.0,10.0,14.0,0.0,54,MEDIUM
b016a2aa-7243-458d-a555-6b4ac9f09239,4bd7ab0d-7a82-4e3f-a689-9d5bb57f24af,a34551bd-187b-46a8-bd4d-422c06eff0fa,1363,1.0,1363.0,21,0,0.0,30.0,0.0,10.0,0.0,40,MEDIUM
a10036ac-2510-46fe-9a53-554de82c2339,5be0da05-9400-4be2-a7c4-424f68c6dee4,754d3a11-7747-40c8-af49-b24454d8d20a,136,16.21,8.39,340,0,16.03,20.0,10.0,9.0,0.0,55,MEDIUM
ab6cd9f8-de16-4d54-b793-4f809cbd0015,1dd19dd7-312d-48db-9235-3d33d6952c2e,ab7bb929-38ba-46f6-9e91-bf183d567069,848,1.0,848.0,21,0,0.0,10.0,15.0,15.0,0.0,40,MEDIUM
cb263239-3818-456a-bd76-9028ad4410cc,f4957732-1c15-480e-a95c-168c44e645f3,480a6eaf-3d2f-41b3-9f9e-bc78c5014bdf,539,11.79,45.72,247,0,0.0,30.0,0.0,3.0,0.0,33,MEDIUM
86d91f71-04b3-4f46-9618-134932f553c6,4bd7ab0d-7a82-4e3f-a689-9d5bb57f24af,f1813e98-4204-47e6-b9ba-d3aa93a3b684,1286,1.0,1286.0,21,0,0.0,30.0,5.0,3.0,0.0,38,MEDIUM
489d12b3-09ad-42d5-ac98-fd7fce7d5adf,5e3c8af4-67c2-4470-912a-ecb7bb53f406,9803a437-fa88-4116-96d3-a2bfc7562817,1394,1.0,1394.0,21,0,0.0,30.0,10.0,1.0,0.0,41,MEDIUM
9873c31a-1ad0-4b23-b61c-4f5df30d81a9,daceb465-bb39-4f15-8e6d-00a26b0b331e,2f34b1c3-52bf-4ce9-80d9-682a0debc38b,484,1.43,338.46,30,0,0.0,10.0,10.0,1.0,0.0,21,SURPLUS
1c2ad5d1-c3dc-4d20-83fb-9490250167ee,3aa8a907-2778-4339-8b1f-5849cad16428,480a6eaf-3d2f-41b3-9f9e-bc78c5014bdf,1352,1.14,1185.96,23,0,0.0,30.0,0.0,11.0,0.0,41,MEDIUM
76637c2c-817c-4b5d-8564-2a4990637599,f4957732-1c15-480e-a95c-168c44e645f3,3880ed68-64d7-4ea3-b3fe-a06cd7b187ae,831,1.0,831.0,21,0,0.0,10.0,0.0,9.0,0.0,19,SURPLUS
6ff4e4a9-d6d7-47df-96df-b301484eec28,d9232cfb-c4f1-4e59-8121-2970b4908912,3605d6b5-0472-431a-ad3f-f0e4192961cd,117,1.0,117.0,21,0,0.0,10.0,0.0,9.0,0.0,19,SURPLUS
eac6e70e-b9f7-4ada-88fa-9f3c462f7fe3,5e3c8af4-67c2-4470-912a-ecb7bb53f406,3605d6b5-0472-431a-ad3f-f0e4192961cd,505,1.0,505.0,21,0,0.0,20.0,10.0,12.0,0.0,42,MEDIUM
a218a823-733f-479d-bf40-08c246a499bd,3aa8a907-2778-4339-8b1f-5849cad16428,3880ed68-64d7-4ea3-b3fe-a06cd7b187ae,447,11.93,37.47,250,0,0.0,20.0,10.0,12.0,0.0,42,MEDIUM
1598c66d-3e55-49db-944d-778164ace6c3,9661edfb-44f7-44b7-8277-f3cf478fe4ff,9a53231e-0e18-4d29-bdca-292c99ec84ba,1494,10.43,143.24,219,0,0.0,30.0,0.0,14.0,0.0,44,MEDIUM
466b5e25-b9c4-421d-9363-964b37d2aec4,f4957732-1c15-480e-a95c-168c44e645f3,fb73f467-53f4-42bb-bf03-6c83f2bdb1b7,1018,1.0,1018.0,21,0,0.0,10.0,0.0,0.0,0.0,10,SURPLUS
be22d887-89a1-4df4-943e-39fc9deffe61,e400d1d0-c992-4b6e-b9e4-1978eb1c1d37,f92518fb-fa48-4cf2-94bb-c069ca274908,311,1.0,311.0,21,0,0.0,20.0,0.0,12.0,0.0,32,MEDIUM
e70efe04-8c15-4146-a85e-5e78ef407e30,3aa8a907-2778-4339-8b1f-5849cad16428,fb73f467-53f4-42bb-bf03-6c83f2bdb1b7,1171,12.0,97.58,252,0,0.0,20.0,0.0,1.0,0.0,21,SURPLUS
e0de66fd-f195-4ba8-8b68-a76133681c17,65300365-fddf-4f82-9622-06ddc4c773d5,754d3a11-7747-40c8-af49-b24454d8d20a,1206,1.0,1206.0,21,0,0.0,10.0,15.0,7.0,0.0,32,MEDIUM
a2d4b198-45ec-4664-9b8a-1a1f237d0cf7,ba01ba31-4727-4fae-ad1e-216f0c07e61c,9a53231e-0e18-4d29-bdca-292c99ec84ba,1000,1.36,735.29,28,0,0.0,30.0,10.0,8.0,0.0,48,MEDIUM
ac41996a-aec1-43d5-bd33-2a1e35a875c6,52b26c2e-5540-42a1-a8c0-5f96b1a7df56,754d3a11-7747-40c8-af49-b24454d8d20a,313,1.0,313.0,21,0,0.0,30.0,10.0,12.0,0.0,52,MEDIUM
5006440a-74e7-488b-90d6-998d69a1181d,6c62826c-5647-4a14-bc5c-84f2cdfde6ae,9803a437-fa88-4116-96d3-a2bfc7562817,1305,8.93,146.14,187,0,0.0,20.0,10.0,13.0,0.0,43,MEDIUM
db84f141-dce1-43a8-bd7d-79930e484990,4bd7ab0d-7a82-4e3f-a689-9d5bb57f24af,1431a613-e636-4c2a-a193-ef0a72950398,1071,10.64,100.66,223,0,0.0,30.0,15.0,2.0,0.0,47,MEDIUM
583df6c9-7a56-4b27-b7dc-bdb72ac86337,f4957732-1c15-480e-a95c-168c44e645f3,5a109267-5c8d-4c13-a090-ae986b471434,1035,4.07,254.3,85,0,0.0,20.0,5.0,13.0,0.0,38,MEDIUM
16dd365f-41a9-43e5-ae4d-1814b27310fd,4bd7ab0d-7a82-4e3f-a689-9d5bb57f24af,f92518fb-fa48-4cf2-94bb-c069ca274908,957,1.0,957.0,21,0,0.0,20.0,0.0,5.0,0.0,25,SURPLUS
961f8a66-ee98-480c-aa00-09c6113c2e31,3aa8a907-2778-4339-8b1f-5849cad16428,5a109267-5c8d-4c13-a090-ae986b471434,136,2.0,68.0,42,0,0.0,20.0,5.0,15.0,0.0,40,MEDIUM
f5602484-eba3-495a-a690-ab5ea587d01b,4ae98cc1-cb3c-4e5f-b6cd-1f83ea5d4c77,bc80d818-aa1f-4582-a1b9-e204cb5c6783,224,1.0,224.0,21,0,0.0,30.0,5.0,11.0,0.0,46,MEDIUM
5a4218e6-9b6f-4696-9af4-e00b7e741355,5be0da05-9400-4be2-a7c4-424f68c6dee4,a2d9fd18-ea3e-44be-a0a7-f2014ccca209,916,1.0,916.0,21,0,0.0,10.0,15.0,0.0,0.0,25,SURPLUS
ceac7947-d8b5-46ba-aa5c-6b5cd2ca17b4,1a119cae-1a63-436a-b4b4-7221f0e23bb8,ff13e030-b20f-4e3a-9b03-107ad34e60e2,1078,1.0,1078.0,21,0,0.0,10.0,0.0,2.0,0.0,12,SURPLUS
10579a1f-0c6d-4cc6-98c5-b8d10e05900a,1a119cae-1a63-436a-b4b4-7221f0e23bb8,01cd046f-95fc-4dea-9678-599982917387,378,1.0,378.0,21,0,0.0,30.0,15.0,11.0,0.0,56,MEDIUM
a52aceff-6b82-4bca-a574-69a4b4171409,deebacc1-8096-49c3-adbd-e050753ed64d,bc80d818-aa1f-4582-a1b9-e204cb5c6783,545,1.0,545.0,21,0,0.0,30.0,0.0,15.0,0.0,45,MEDIUM
92cf3583-63d2-44dd-9f93-537b17764f18,a4b70abc-ae12-45f7-8dc3-49390eeb354e,74970ff4-2a08-4f93-a3e3-06c395e7cc5d,53,1.0,53.0,21,0,0.0,10.0,10.0,7.0,0.0,27,SURPLUS
aea2575d-0b4c-4e07-b187-dec3e81aa485,d9232cfb-c4f1-4e59-8121-2970b4908912,bf864bc6-3ff9-40df-b3ba-15a657cad795,387,34.64,11.17,727,0,8.09,10.0,0.0,2.0,0.0,20,SURPLUS
df4b383f-db0a-4ea8-84d5-20e62fba73f8,0395b295-1937-4d01-9a55-8c1628ca811e,bc80d818-aa1f-4582-a1b9-e204cb5c6783,1279,1.0,1279.0,21,0,0.0,20.0,5.0,7.0,0.0,32,MEDIUM
a1517c3b-c732-4454-8b57-34cf79b409c7,a4b70abc-ae12-45f7-8dc3-49390eeb354e,08e8db94-8cfc-4dc3-869b-bb5af9bb9352,1291,1.0,1291.0,21,0,0.0,20.0,10.0,14.0,0.0,44,MEDIUM
145015b4-d439-4daf-ae5b-56251e48065e,8c9dd271-7fe2-4838-95b7-ecf6fb2d9d2c,a34551bd-187b-46a8-bd4d-422c06eff0fa,1046,16.14,64.81,338,0,0.0,30.0,0.0,0.0,0.0,30,MEDIUM
78109983-56de-4a99-8489-499c5636057a,5be0da05-9400-4be2-a7c4-424f68c6dee4,94919613-9376-4475-98a4-f1b9f4d9830a,304,16.0,19.0,336,0,0.0,10.0,5.0,5.0,0.0,20,SURPLUS
af9d5161-c4cd-4d3a-8d9f-0315217f4584,8424e662-7291-4919-8616-aacf78358fd3,1431a613-e636-4c2a-a193-ef0a72950398,633,12.29,51.51,258,0,0.0,20.0,10.0,3.0,0.0,33,MEDIUM
3f838290-fd0c-440d-8252-864bfead4087,dfa22e57-5b54-457b-80ec-8692ae3d76fb,754d3a11-7747-40c8-af49-b24454d8d20a,554,4.14,133.82,86,0,0.0,30.0,15.0,3.0,0.0,48,MEDIUM
cf145b82-8e78-405f-814f-4edca72ed37d,9661edfb-44f7-44b7-8277-f3cf478fe4ff,f8c19e25-ad28-4436-9696-19e32b3df743,1341,9.07,147.85,190,0,0.0,20.0,15.0,3.0,0.0,38,MEDIUM
d4b2dc15-98f1-4d3f-86d5-7dd7fd9e0619,a4b70abc-ae12-45f7-8dc3-49390eeb354e,ed3ad51d-dc53-4e58-9e93-f83383f3d25f,326,1.43,227.97,30,0,0.0,20.0,15.0,9.0,0.0,44,MEDIUM
9ee10324-275b-4223-9ceb-53ff181a1a26,8424e662-7291-4919-8616-aacf78358fd3,f92518fb-fa48-4cf2-94bb-c069ca274908,473,1.57,301.27,32,0,0.0,20.0,5.0,7.0,0.0,32,MEDIUM
c4a57c9f-66a2-4042-bb07-69dc3353e171,4bd7ab0d-7a82-4e3f-a689-9d5bb57f24af,75862a67-6db8-467f-957a-4670d12bd079,849,1.0,849.0,21,0,0.0,10.0,10.0,9.0,0.0,29,SURPLUS
3b0455a1-afed-46ef-80be-a2f00745dc44,4efa322e-b7da-46a3-8997-0c5785d3443a,bc80d818-aa1f-4582-a1b9-e204cb5c6783,1278,1.0,1278.0,21,0,0.0,10.0,5.0,14.0,0.0,29,SURPLUS
a0ccd78d-8b7a-4ecd-8ab4-8c02d704ff80,8c9dd271-7fe2-4838-95b7-ecf6fb2d9d2c,f1813e98-4204-47e6-b9ba-d3aa93a3b684,160,1.0,160.0,21,0,0.0,10.0,5.0,12.0,0.0,27,SURPLUS
afea0e67-8e70-47d4-9c83-9c18ba400dc5,0395b295-1937-4d01-9a55-8c1628ca811e,08cf44a2-7843-40db-8be5-b7ec90054e44,344,4.79,71.82,100,0,0.0,10.0,10.0,8.0,0.0,28,SURPLUS
56f87f8f-16c2-4a38-88a0-381886180165,1a119cae-1a63-436a-b4b4-7221f0e23bb8,036236bd-b018-4ef5-a638-51d9eb2cf63b,609,8.57,71.06,179,0,0.0,10.0,0.0,10.0,0.0,20,SURPLUS
9e12bd49-93ae-4f99-bdb1-9add37c0dc3a,ba01ba31-4727-4fae-ad1e-216f0c07e61c,754d3a11-7747-40c8-af49-b24454d8d20a,847,2.0,423.5,42,0,0.0,30.0,10.0,6.0,0.0,46,MEDIUM
686f61dc-4668-4bc4-868e-a069857726e6,a4b70abc-ae12-45f7-8dc3-49390eeb354e,39ae9f0f-2ef6-46b0-a854-c066edf9f984,53,1.0,53.0,21,0,0.0,20.0,0.0,11.0,0.0,31,MEDIUM
b77e3fae-e68d-4cfd-b7bc-00c8145621f7,65300365-fddf-4f82-9622-06ddc4c773d5,94919613-9376-4475-98a4-f1b9f4d9830a,1318,2.0,659.0,42,0,0.0,20.0,0.0,0.0,0.0,20,SURPLUS
ecb86d80-058c-4e1e-8b38-8bdea8d744cd,d9232cfb-c4f1-4e59-8121-2970b4908912,74970ff4-2a08-4f93-a3e3-06c395e7cc5d,293,10.64,27.54,223,0,0.0,10.0,10.0,6.0,0.0,26,SURPLUS
be58372a-5e83-480f-88e5-fc688618c176,8c9dd271-7fe2-4838-95b7-ecf6fb2d9d2c,08cf44a2-7843-40db-8be5-b7ec90054e44,1193,8.71,136.97,182,0,0.0,30.0,10.0,15.0,0.0,55,MEDIUM
3a184846-aed6-4ab7-af78-a3f45f9e6485,6c62826c-5647-4a14-bc5c-84f2cdfde6ae,9a53231e-0e18-4d29-bdca-292c99ec84ba,376,1.71,219.88,35,0,0.0,20.0,5.0,13.0,0.0,38,MEDIUM
d8dfaef8-c92e-4bf4-97c7-a832f1843a31,b007baa1-37d0-435d-88a2-b603e821f4e1,9803a437-fa88-4116-96d3-a2bfc7562817,730,1.07,682.24,22,0,0.0,10.0,0.0,11.0,0.0,21,SURPLUS
70b1b194-847e-462e-b1e7-bab627075f57,1dd19dd7-312d-48db-9235-3d33d6952c2e,01cd046f-95fc-4dea-9678-599982917387,1392,5.0,278.4,105,0,0.0,30.0,15.0,11.0,0.0,56,MEDIUM
ca5359b5-0bd8-4612-b32b-951b225a5926,0395b295-1937-4d01-9a55-8c1628ca811e,1431a613-e636-4c2a-a193-ef0a72950398,1462,8.79,166.33,184,0,0.0,10.0,0.0,7.0,0.0,17,SURPLUS
9d6cc7ee-0f35-495b-9151-ab2d4b5d242f,b007baa1-37d0-435d-88a2-b603e821f4e1,3605d6b5-0472-431a-ad3f-f0e4192961cd,111,1.0,111.0,21,0,0.0,20.0,15.0,4.0,0.0,39,MEDIUM
deb6b24c-ed66-4983-9588-84f47c85ae91,52b26c2e-5540-42a1-a8c0-5f96b1a7df56,94919613-9376-4475-98a4-f1b9f4d9830a,1278,1.0,1278.0,21,0,0.0,30.0,15.0,7.0,0.0,52,MEDIUM
24088f8c-39d4-49fc-88f8-74126e652b03,8424e662-7291-4919-8616-aacf78358fd3,75862a67-6db8-467f-957a-4670d12bd079,429,21.43,20.02,450,0,0.0,10.0,0.0,11.0,0.0,21,SURPLUS
1a119f5e-2496-4362-931c-7c0379f57b53,4412a3ea-7898-42e2-8fb3-7afd57d7d349,4181b429-be0e-4aa8-86ff-43647a0bf2c0,1122,10.71,104.76,224,0,0.0,30.0,0.0,3.0,0.0,33,MEDIUM
25c3cd79-26ba-4700-851a-c3e394f2d2cd,e400d1d0-c992-4b6e-b9e4-1978eb1c1d37,66d7d7ef-9422-43f8-847b-fb99071897d8,592,23.57,25.12,494,0,0.0,10.0,5.0,0.0,0.0,15,SURPLUS
e343efef-bdff-4478-99cc-fe73e1fa001d,8c9dd271-7fe2-4838-95b7-ecf6fb2d9d2c,f92518fb-fa48-4cf2-94bb-c069ca274908,527,1.0,527.0,21,0,0.0,20.0,0.0,8.0,0.0,28,SURPLUS
dd53dfcf-d2df-4522-8627-4cd97e399c67,9661edfb-44f7-44b7-8277-f3cf478fe4ff,705ab241-d938-4ded-8eb5-490d149e246d,690,1.0,690.0,21,0,0.0,20.0,5.0,15.0,0.0,40,MEDIUM
bb8806a6-baa0-4d70-8487-a6e4adb62878,3148a08c-9795-4ef7-b51a-d8a942e504f9,705ab241-d938-4ded-8eb5-490d149e246d,1476,1.0,1476.0,21,0,0.0,20.0,10.0,0.0,0.0,30,MEDIUM
0e0cb039-54b5-40c5-a09c-f255eb1b0ce1,9661edfb-44f7-44b7-8277-f3cf478fe4ff,a2d9fd18-ea3e-44be-a0a7-f2014ccca209,737,14.21,51.86,298,0,0.0,20.0,10.0,14.0,0.0,44,MEDIUM
b7b2006b-ae01-4a87-bdb0-aa934096a6cf,1dd19dd7-312d-48db-9235-3d33d6952c2e,036236bd-b018-4ef5-a638-51d9eb2cf63b,814,3.71,219.41,77,0,0.0,20.0,15.0,2.0,0.0,37,MEDIUM
b1c5b239-9a52-49ea-95e0-66de4660b129,9661edfb-44f7-44b7-8277-f3cf478fe4ff,2f34b1c3-52bf-4ce9-80d9-682a0debc38b,228,1.0,228.0,21,0,0.0,30.0,5.0,8.0,0.0,43,MEDIUM
33a7f5d4-2857-42c2-8b58-93411d555d2d,3148a08c-9795-4ef7-b51a-d8a942e504f9,a2d9fd18-ea3e-44be-a0a7-f2014ccca209,272,1.36,200.0,28,0,0.0,30.0,15.0,8.0,0.0,53,MEDIUM
95edcdcb-a418-4025-b9b2-8f19f78b72ca,4ae98cc1-cb3c-4e5f-b6cd-1f83ea5d4c77,83dde075-4683-4421-9ba9-b7121ee53f2c,158,15.71,10.06,329,0,11.26,30.0,15.0,1.0,0.0,57,MEDIUM
359fe14c-bee6-4cbe-9427-5d90d399e7a8,5e3c8af4-67c2-4470-912a-ecb7bb53f406,f8c19e25-ad28-4436-9696-19e32b3df743,629,12.43,50.6,261,0,0.0,10.0,15.0,6.0,0.0,31,MEDIUM
ba0d4816-3ecf-4578-aee8-9e8dc9678123,3148a08c-9795-4ef7-b51a-d8a942e504f9,2f34b1c3-52bf-4ce9-80d9-682a0debc38b,216,8.57,25.2,179,0,0.0,10.0,5.0,15.0,0.0,30,MEDIUM
be22c412-8ae3-4df8-b8ac-792f4b0a012d,e400d1d0-c992-4b6e-b9e4-1978eb1c1d37,480a6eaf-3d2f-41b3-9f9e-bc78c5014bdf,1042,1.0,1042.0,21,0,0.0,10.0,10.0,13.0,0.0,33,MEDIUM
bb56e5dc-f07a-4c81-8330-c90d58d157e0,e400d1d0-c992-4b6e-b9e4-1978eb1c1d37,3880ed68-64d7-4ea3-b3fe-a06cd7b187ae,533,1.0,533.0,21,0,0.0,10.0,15.0,11.0,0.0,36,MEDIUM
d8068670-8c58-4064-b959-d31a743cd320,1a119cae-1a63-436a-b4b4-7221f0e23bb8,a34551bd-187b-46a8-bd4d-422c06eff0fa,899,10.79,83.32,226,0,0.0,20.0,10.0,12.0,0.0,42,MEDIUM
01f4dc0e-f0e0-477c-b677-4a47f98bdf34,0395b295-1937-4d01-9a55-8c1628ca811e,75862a67-6db8-467f-957a-4670d12bd079,855,1.0,855.0,21,0,0.0,30.0,15.0,13.0,0.0,58,MEDIUM
a65fbafa-9931-4bf3-8782-24628d3e4459,e400d1d0-c992-4b6e-b9e4-1978eb1c1d37,fb73f467-53f4-42bb-bf03-6c83f2bdb1b7,687,1.86,369.35,39,0,0.0,10.0,5.0,10.0,0.0,25,SURPLUS
d8a496d8-24cb-45be-be4f-233d57bfc958,9661edfb-44f7-44b7-8277-f3cf478fe4ff,4e35a0b8-9c74-4aa1-a695-38bc52dd1836,701,2.21,317.19,46,0,0.0,30.0,15.0,8.0,0.0,53,MEDIUM
a444b2e3-b1ee-4d0d-a374-176ffa108141,1a119cae-1a63-436a-b4b4-7221f0e23bb8,0039f91e-39c5-486b-a312-c8b9c9dc9586,1412,13.43,105.14,282,0,0.0,20.0,15.0,6.0,0.0,41,MEDIUM
587a08fc-f7f4-4b77-a312-39798a4473a8,3148a08c-9795-4ef7-b51a-d8a942e504f9,4e35a0b8-9c74-4aa1-a695-38bc52dd1836,640,1.0,640.0,21,0,0.0,20.0,15.0,10.0,0.0,45,MEDIUM
3da0040a-bd0d-4708-806c-f705dd285e0e,1a119cae-1a63-436a-b4b4-7221f0e23bb8,f1813e98-4204-47e6-b9ba-d3aa93a3b684,1197,1.0,1197.0,21,0,0.0,30.0,0.0,9.0,0.0,39,MEDIUM
505ab5a6-f23c-45f9-90e8-3e507c4de620,a4b70abc-ae12-45f7-8dc3-49390eeb354e,2f34b1c3-52bf-4ce9-80d9-682a0debc38b,877,6.07,144.48,127,0,0.0,10.0,5.0,11.0,0.0,26,SURPLUS
1b2afb01-8060-42cb-a4ab-255074ac1202,deebacc1-8096-49c3-adbd-e050753ed64d,83dde075-4683-4421-9ba9-b7121ee53f2c,460,1.0,460.0,21,0,0.0,20.0,0.0,8.0,0.0,28,SURPLUS
9ae6a7fc-dc08-4bfa-8843-423be5b22451,dfa22e57-5b54-457b-80ec-8692ae3d76fb,94919613-9376-4475-98a4-f1b9f4d9830a,942,1.0,942.0,21,0,0.0,10.0,10.0,10.0,0.0,30,MEDIUM
a31c3f7d-087c-4a32-91f4-c42b16a6f0c9,8c9dd271-7fe2-4838-95b7-ecf6fb2d9d2c,75862a67-6db8-467f-957a-4670d12bd079,705,1.0,705.0,21,0,0.0,20.0,10.0,0.0,0.0,30,MEDIUM
547e2f66-2310-4cf6-bd1d-22649d3e0f95,5be0da05-9400-4be2-a7c4-424f68c6dee4,a03b95f0-c856-4224-8adb-482640830177,1429,18.64,76.66,391,0,0.0,10.0,5.0,11.0,0.0,26,SURPLUS
